,U2-U1,U3-U1,U4-U1,U5-U1,U6-U1,U7-U1,U8-U1,U9-U1,U10-U1,U11-U1,U12-U1,U13-U1,U14-U1,U15-U1,U16-U1,U17-U1,U18-U1,U19-U1,U20-U1,U21-U1,U22-U1,U23-U1,U24-U1,U25-U1,U26-U1,U27-U1,U28-U1,U29-U1,U30-U1,U31-U1,U32-U1,U33-U1,U34-U1,U35-U1,U36-U1,U37-U1,U38-U1,U39-U1,U40-U1,U41-U1
U21-U1,0.6906985440491308,0.7721901267647717,0.8605492083805807,0.9422295394894579,-0.6602400899753136,-0.7514518197073248,-0.7465071744881869,0.6759942120846598,0.6985049005011444,0.7762701603781331,0.8644501856758033,0.9712512075837961,-0.6678607956853269,-0.7567010535940139,-0.7808673204200678,0.36532895216791933,0.6958589973396714,0.7743203862672572,0.8599529616273804,0.9999999999999999,-0.6723759053922118,-0.7597676183899886,-0.7938450043240755,0.040091023013285085,0.6941154320190168,0.7731035194065304,0.8563125524543543,0.9820593748215045,-0.6738731169662292,-0.7616237591455532,-0.7999082759757687,-0.2076727613729068,0.6923484750469211,0.7720980305792561,0.8556644231573316,0.9780094369319553,-0.6748734682020144,-0.7626053289090553,-0.8033487706352355,-0.3732559344661191
U22-U1,-0.9992318850330434,-0.9767708523436908,-0.746771605383198,-0.6451601754039968,0.9996053867811472,0.9759632627188591,0.6777674305475803,-0.46115227242819057,-0.9991585025182443,-0.9756329781764527,-0.7255605546413039,-0.6563192510687341,0.9999154857353668,0.9754506965940377,0.6958249713187258,-0.2682632409117203,-0.9993195481754124,-0.9764095332431351,-0.7268095460939668,-0.6723759053922118,0.9999999999999999,0.9744972399638236,0.7039661070445237,-0.04177890362009358,-0.9994028724012756,-0.9771092358313714,-0.7289677496500924,-0.6702340487969934,0.9999488481663555,0.9738059881177958,0.7118392239084214,0.14927213459612482,-0.9994284314822505,-0.9778100769535597,-0.7312730797519399,-0.6574185876599007,0.9999153427844171,0.9734271769304697,0.7161154123785618,0.27935058636869364
U23-U1,-0.974080232234317,-0.9992424628676165,-0.8735233975106751,-0.7168432531990773,0.9724018338701774,0.9997599119587491,0.8224769582350526,-0.4464667356518939,-0.9770573782196148,-0.9991945424453273,-0.8587051963763965,-0.7412377739307917,0.9735302729939826,0.9999341709357429,0.8376558528994779,-0.19522999004083572,-0.9767734212409045,-0.9991699623400158,-0.8600759470888039,-0.7597676183899885,0.9744972399638236,1.0,0.8439532234090541,0.07504122402039172,-0.9765460824660023,-0.9990285639874308,-0.8618180798194932,-0.7625842378511035,0.9747241924661766,0.9999553507004914,0.8498013270711259,0.28087764184580016,-0.9759830425033413,-0.9987799107824581,-0.8634410179793912,-0.7553739178171232,0.9746368315826179,0.9999164027546279,0.8528631091884304,0.4172635100122911
U24-U1,-0.7036332420257844,-0.8355673783721225,-0.9880186020813428,-0.7210442533857747,0.6982530274272956,0.8398377157051211,0.9938581493854751,-0.3016918090389806,-0.7130337907430836,-0.83780171787586,-0.9898256522628734,-0.7709618679408312,0.7011013871383459,0.8416015712895552,0.9985784429035174,0.03451308944671061,-0.7118268792203938,-0.8357966149798972,-0.9911737462558015,-0.7938450043240753,0.7039661070445237,0.8439532234090541,1.0,0.34968304195423683,-0.710810429914835,-0.8334733765988466,-0.9915360251315398,-0.8064915018880343,0.7046912514677126,0.8454976609423394,0.999098917598083,0.5399222060344145,-0.708955096805502,-0.8308708359562036,-0.9914405426502415,-0.8157270309991101,0.7044091173859002,0.8461725697333321,0.9987739849953351,0.6588722671761897
U25-U1,0.05911337567738491,-0.0550028229529909,-0.2527090279793638,0.09058426516350611,-0.03601228029383556,0.07966499846631905,0.40265652806235797,0.6073336639237218,0.05339855136687839,-0.05680816794845879,-0.26801893444597763,0.05933839056691341,-0.04149877453035718,0.0753083987018766,0.3665633284173881,0.816835863271657,0.052694238303024825,-0.057504711493936156,-0.27380246890983506,0.040091023013285085,-0.04177890362009357,0.07504122402039173,0.3496830419542369,0.9999999999999999,0.051632229694263294,-0.057446701543234016,-0.27922941659866896,0.011590234518112393,-0.04275869066656635,0.07458690120767812,0.3330831949810942,0.8774880205374345,0.0511360448968821,-0.05767479233677983,-0.2807302796895857,-0.019458327150313613,-0.044082537107141995,0.07402159277157261,0.3225499851617988,0.818373448973943
U26-U1,0.9997455738143348,0.9796557509043375,0.7565847961111211,0.666727566038666,-0.9985126277934957,-0.9776071779293779,-0.6828150836748786,0.48216669609205104,0.9999117377356652,0.9787193098455916,0.736081151118681,0.6785172724846117,-0.9991643856151801,-0.9773517538758929,-0.7022511519990071,0.28373310846510974,0.9999563872705893,0.9794173705858269,0.7370591476490979,0.6941154320190168,-0.9994028724012757,-0.9765460824660023,-0.710810429914835,0.051632229694263294,1.0,0.9801055334019052,0.7389777067908387,0.69188127130555,-0.9994760099713705,-0.9759540524503113,-0.7188470336356686,-0.14464848619836568,0.9999534565708743,0.9807946900943008,0.7411648944997895,0.6786705242477692,-0.9995126196261931,-0.9756403524107855,-0.7232235465873376,-0.27854291822555355
U27-U1,0.977827858525131,0.999756740354459,0.867985438384837,0.7314715769586925,-0.9747293349625594,-0.9987295921979591,-0.8099746915257603,0.4663426311951556,0.9806943311257856,0.9998787414042433,0.853495570978556,0.755340545813722,-0.9760614118037719,-0.9990174098579313,-0.8267225906425599,0.21490155685711315,0.9803374708479279,0.9999471243029273,0.8545739276777752,0.7731035194065305,-0.9771092358313714,-0.9990285639874309,-0.8334733765988465,-0.05744670154323402,0.9801055334019052,1.0,0.8562385282921686,0.7755370504755885,-0.9773775012992614,-0.9989887663798824,-0.8395763830155623,-0.26706858070817147,0.9796011056883072,0.9999427712207611,0.8578703887083567,0.7673924163443968,-0.9773939524928292,-0.9989413658548213,-0.8426741239172355,-0.40645795262393397
U28-U1,0.7322350306476709,0.8575002699923078,0.9962087694001851,0.7878819640399075,-0.7219756894013576,-0.8570219669993085,-0.9784360331232118,0.3847682808598029,0.7416226841135166,0.8602145833628355,0.9988205120546358,0.8364448460476283,-0.7257601012735644,-0.8593780183178031,-0.9889478660338633,0.045581311182800885,0.7400929300880454,0.8582617561117223,0.9993955847403923,0.8563125524543543,-0.7289677496500924,-0.8618180798194932,-0.9915360251315398,-0.27922941659866896,0.7389777067908387,0.8562385282921686,0.9999999999999998,0.8689646640596529,-0.7297740843528059,-0.8633370198084758,-0.9925654572745253,-0.48667772061886855,0.7371056158272464,0.8539816110182198,0.9993312300958743,0.8743593157828178,-0.7297754428694676,-0.8641040863885268,-0.9928547880100128,-0.6209806125812556
U29-U1,0.6879590336619642,0.7743991227678275,0.8710453140724554,0.9409994867171114,-0.6579839280801812,-0.7543478142588722,-0.7612547396151363,0.6538724388101871,0.6960899095991557,0.7785128873340603,0.8751653341677608,0.97219094290158,-0.6655628693451296,-0.7594175096892536,-0.7950036899346615,0.33505398856585683,0.6934292965786311,0.7766210736897785,0.8704562183887175,0.9820593748215046,-0.6702340487969934,-0.7625842378511034,-0.8064915018880344,0.011590234518112391,0.69188127130555,0.7755370504755886,0.8689646640596528,1.0,-0.6716076639778578,-0.764375491237444,-0.8119784018392605,-0.2294270975608474,0.6902635521658295,0.774629022202022,0.8669487766860471,0.9824757564938774,-0.6727245588045097,-0.7654462854132421,-0.815145312544178,-0.39837021074194173
U30-U1,-0.9992891514276606,-0.9770377961130723,-0.7476694116535799,-0.6465063546445254,0.9995423548216247,0.9761430953008463,0.6783100514595156,-0.4629834200337165,-0.9992361947059915,-0.975905847408418,-0.7264751403610555,-0.6579194266561694,0.9998815500940508,0.9756531060564523,0.696497781414654,-0.26991919900409406,-0.9993890191441356,-0.9766654898799456,-0.7276958528158872,-0.6738731169662292,0.9999488481663555,0.9747241924661766,0.7046912514677125,-0.042758690666566346,-0.9994760099713706,-0.9773775012992615,-0.7297740843528058,-0.6716076639778579,1.0,0.9740633830834191,0.7125702891656482,0.14876095027280123,-0.9995149913343078,-0.9780803910899681,-0.7320664277002158,-0.6587646823655542,0.9999577690557716,0.973695604236845,0.7168900119653282,0.2791840090441836
U31-U1,-0.9734775518868514,-0.9992276075829546,-0.8750876335140237,-0.7185424035676119,0.9716416040006297,0.9996636983052983,0.8238569859630528,-0.4481314590155368,-0.9764949894351638,-0.9991879173936912,-0.8603492096870106,-0.7430642205392384,0.9728165999627807,0.9998796216808562,0.8391179681188304,-0.1964204841758677,-0.9761969029875752,-0.9991429368510013,-0.8616715915488993,-0.7616237591455532,0.9738059881177958,0.9999553507004912,0.8454976609423394,0.07458690120767811,-0.9759540524503112,-0.9989887663798825,-0.8633370198084757,-0.7643754912374441,0.974063383083419,1.0,0.8513296977507375,0.2810536592081023,-0.9754068269136978,-0.9987362958672233,-0.8649599031607011,-0.7571073667152097,0.9739990869529939,0.9999627007810916,0.8544060793790262,0.41758759874515017
U32-U1,-0.7117768482779046,-0.8417870816374554,-0.9897543155196454,-0.7271643176644147,0.7060045012751953,0.8456195351912292,0.9924083294507688,-0.3137528447539531,-0.7210802528259033,-0.8439095555000291,-0.9909520721436197,-0.7773847917642981,0.7089583541159068,0.8474333081779584,0.9980440011054841,0.0190101508245374,-0.7198891004778203,-0.8418856868291354,-0.9923008222396895,-0.7999082759757689,0.7118392239084212,0.8498013270711259,0.999098917598083,0.3330831949810942,-0.7188470336356686,-0.8395763830155621,-0.9925654572745254,-0.8119784018392605,0.7125702891656482,0.8513296977507376,1.0,0.5306295958324682,-0.7169194944827599,-0.8369131544637912,-0.9922943442375707,-0.8197546077032436,0.7123508894641717,0.8520585408505257,0.999338764200838,0.6507429300875639
U33-U1,-0.1365172459226105,-0.26407317727161084,-0.4621497584322076,-0.12994144267022448,0.15230763696600402,0.28367732965636866,0.5822364010468549,0.42970693129893867,-0.14366015483207256,-0.26700520627874463,-0.47950047333248264,-0.18158532137664823,0.14854896934779374,0.28049380055437045,0.5558752863218215,0.7010138756650788,-0.14386814773684736,-0.26728233309313093,-0.4841633207717166,-0.2076727613729068,0.1492721345961248,0.2808776418458002,0.5399222060344145,0.8774880205374345,-0.14464848619836568,-0.26706858070817147,-0.4866777206188686,-0.22942709756084737,0.14876095027280123,0.2810536592081023,0.530629595832468,1.0,-0.14428792925226125,-0.26658557743384137,-0.4878106035772006,-0.25010679744757086,0.14801885042494883,0.28077040803803127,0.5203122314848462,0.9227872472371403
U34-U1,0.999728193891788,0.9790971578633177,0.7546993547592344,0.6651799270239203,-0.9985850841475228,-0.9770804593371197,-0.6809975702875284,0.48072731323489576,0.9998695976580954,0.9781635554729322,0.7341606806663485,0.6766899235212992,-0.999209102435498,-0.9768066513038604,-0.7004032930071902,0.28272814565970605,0.9999144100462988,0.9788751496329261,0.735131768165134,0.6923484750469211,-0.9994284314822505,-0.9759830425033413,-0.708955096805502,0.051136044896882095,0.9999534565708744,0.9796011056883073,0.7371056158272465,0.6902635521658295,-0.9995149913343078,-0.975406826913698,-0.7169194944827599,-0.14428792925226125,1.0,0.9803425344767577,0.73928567619546,0.6770135217840142,-0.9995711381257997,-0.9750897098890563,-0.7213188652266848,-0.2782260774594742
U35-U1,0.9785388729015649,0.9996156555055773,0.8656786032568814,0.7307098708858291,-0.9754841964549027,-0.9985391198025111,-0.8073403232335495,0.46560572138710876,0.9813643681700318,0.9997550034658154,0.8512006058474286,0.754492398248959,-0.976784205437243,-0.9988023813874201,-0.8241571303410934,0.21423202334130906,0.9810094956288081,0.9998534781434328,0.8522683059322309,0.7720980305792562,-0.9778100769535597,-0.9987799107824582,-0.8308708359562037,-0.05767479233677983,0.9807946900943006,0.999942771220761,0.8539816110182199,0.7746290222020219,-0.9780803910899682,-0.9987362958672232,-0.8369131544637911,-0.26658557743384137,0.9803425344767578,0.9999999999999999,0.8556411446199287,0.7664867872709444,-0.9781259194900626,-0.9986950504329278,-0.8400030541001806,-0.4059812586194288
U36-U1,0.7344695471458591,0.8591035669089174,0.9959849699157599,0.7877282978737419,-0.7243768381448383,-0.8587169194713371,-0.9784957090813868,0.3850575730453425,0.7437965933999315,0.8618294810224475,0.9985013655319862,0.8356086549413813,-0.7280960425716986,-0.861031623445503,-0.9888231683867805,0.04460162158994257,0.742280862433555,0.859877134645421,0.9991155280350031,0.8556644231573315,-0.7312730797519399,-0.8634410179793912,-0.9914405426502416,-0.2807302796895857,0.7411648944997895,0.8578703887083569,0.9993312300958743,0.8669487766860473,-0.7320664277002158,-0.8649599031607011,-0.9922943442375707,-0.4878106035772005,0.7392856761954599,0.8556411446199288,0.9999999999999999,0.8754775209841617,-0.7319566096845489,-0.865646418371933,-0.9925219257652154,-0.6189751491868374
U37-U1,0.6744169014986675,0.7661530622637615,0.8757166582575908,0.9348858642442583,-0.6454860041274441,-0.747197056041179,-0.7731680028743978,0.6314174408456802,0.6828732326542337,0.7705719756913826,0.8809072152142612,0.9683919827250757,-0.6527938017960819,-0.7522144436269221,-0.8050336759516702,0.3043669607058253,0.680191022748019,0.768533367551862,0.8763380884154981,0.9780094369319553,-0.6574185876599007,-0.7553739178171233,-0.8157270309991101,-0.01945832715031361,0.6786705242477692,0.7673924163443969,0.8743593157828179,0.9824757564938775,-0.6587646823655543,-0.7571073667152096,-0.8197546077032436,-0.25010679744757086,0.6770135217840142,0.7664867872709443,0.8754775209841617,1.0,-0.6593439332221637,-0.7579155422824458,-0.822238878287693,-0.4092320161138632
U38-U1,-0.9993342207651749,-0.9770346689698015,-0.7476804047370095,-0.6476064421307111,0.9994732238823651,0.9760363870184476,0.6778687307202459,-0.46432050515614465,-0.9992850789000532,-0.9759108753854205,-0.7265124366458626,-0.6590011842236273,0.9998352192690608,0.9755622892253554,0.6961892964353,-0.2712945325771268,-0.9994267535757869,-0.9766700907226322,-0.7276929281669764,-0.6748734682020143,0.9999153427844171,0.9746368315826179,0.7044091173859002,-0.044082537107141995,-0.9995126196261932,-0.9773939524928293,-0.7297754428694676,-0.6727245588045097,0.9999577690557715,0.9739990869529938,0.7123508894641717,0.14801885042494883,-0.9995711381257996,-0.9781259194900626,-0.7319566096845489,-0.6593439332221637,1.0,0.9736603045182738,0.7166573940512072,0.2787867424029065
U39-U1,-0.9731497076993131,-0.9992006347309305,-0.8758414288537464,-0.7194811929169344,0.9712290426200768,0.999588703762933,0.8244198040286322,-0.4492592860276746,-0.9761911983891624,-0.9991606194951382,-0.8611298930998518,-0.7441575706403142,0.9724310193832888,0.9998268948296737,0.8397829023649814,-0.19710363466202932,-0.9758830225412267,-0.9991014188386877,-0.8624403058355512,-0.7626053289090554,0.9734271769304695,0.999916402754628,0.8461725697333321,0.0740215927715726,-0.9756403524107856,-0.9989413658548213,-0.8641040863885266,-0.7654462854132421,0.9736956042368451,0.9999627007810915,0.8520585408505257,0.2807704080380312,-0.9750897098890563,-0.9986950504329278,-0.865646418371933,-0.7579155422824457,0.9736603045182739,1.0,0.8551359381994265,0.41767797177236965
U40-U1,-0.7162552929345075,-0.8449738933508174,-0.9903776077202028,-0.7309458229226424,0.7102701240231271,0.8485766658307204,0.9910920145405555,-0.3226809887195872,-0.7255166390058012,-0.8470773551272592,-0.9914276415067821,-0.7805484757961759,0.713239114335239,0.8504620348723844,0.9973273548221949,0.009213355193945803,-0.7242834810824446,-0.8450156569828537,-0.9926478011424076,-0.8033487706352356,0.7161154123785617,0.8528631091884306,0.9987739849953351,0.3225499851617988,-0.7232235465873376,-0.8426741239172356,-0.9928547880100129,-0.815145312544178,0.7168900119653283,0.8544060793790264,0.9993387642008381,0.5203122314848462,-0.7213188652266849,-0.8400030541001806,-0.9925219257652155,-0.8222388782876932,0.7166573940512072,0.8551359381994266,1.0,0.6458261990172202
U41-U1,-0.27016738204599544,-0.40357774226990384,-0.5969728682958558,-0.2936411271217744,0.2805280895791429,0.41865918995684254,0.6894430606741513,0.27797313189153533,-0.27842020163970926,-0.4067839669075854,-0.6144850601657806,-0.34740278521898016,0.2778938884379783,0.41642998529664565,0.6719096616629862,0.6009116100663159,-0.27803544306615874,-0.4067361587243006,-0.6180161995553011,-0.37325593446611915,0.27935058636869364,0.4172635100122911,0.6588722671761896,0.8183734489739432,-0.27854291822555355,-0.406457952623934,-0.6209806125812556,-0.3983702107419417,0.27918400904418356,0.41758759874515017,0.6507429300875639,0.9227872472371403,-0.2782260774594742,-0.4059812586194288,-0.6189751491868374,-0.4092320161138632,0.2787867424029065,0.41767797177236965,0.6458261990172202,1.0
